Country,Dimension ,Indicator,Assessment,Criteria ,Explanation ,Source ,URL ,size
Bangladesh,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The September issue contains end-June 2021 debt data,https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/page/157830c6_9eaa_4ce7_be70_72b67c0f06e5/Quarter%20Debt%20Bulletin%202021-09.pdf,https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/page/157830c6_9eaa_4ce7_be70_72b67c0f06e5/Quarter%20Debt%20Bulletin%202021-09.pdf,1
Tanzania,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The Monthly Economic Review was published in September 2021 with end-August 2021 debt data,https://www.bot.go.tz/Publications/Filter/1,https://www.bot.go.tz/Publications/Filter/1,1
Malawi,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The Mid-Year Public Debt Report published in March 2021 with end-December 2020 debt data,https://www.finance.gov.mw/index.php/our-documents/debt-aid?limitstart=0,https://www.finance.gov.mw/index.php/our-documents/debt-aid?limitstart=0,1
Grenada,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The latest quarterly publication contains end-June 2021 debt data, and was published in 2021-Q3",https://www.finance.gd/docs/Q2BULLETIN%202021.pdf,https://www.finance.gd/docs/Q2BULLETIN%202021.pdf,1
Guinea,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The latest quarterly publication contains end-June 2021 debt data, and was published in 2021-Q3",https://mef.gov.gn/images/DOCS/BULLETIN-STATISTIQUE-DEUXIEME-TRIMESTRE-2021.pdf,https://mef.gov.gn/images/DOCS/BULLETIN-STATISTIQUE-DEUXIEME-TRIMESTRE-2021.pdf,1
Kosovo,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The latest quarterly bulletin is for 2021 Q3 published in October 2021,https://mf.rks-gov.net/desk/inc/media/46BF6C74-32C4-4483-A149-6391F1E06F0D.pdf,https://mf.rks-gov.net/desk/inc/media/46BF6C74-32C4-4483-A149-6391F1E06F0D.pdf,1
Togo,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The latest quarterly bulletin covering 2021-Q1 debt data was published on June 23, 2021",http://www.togoreforme.com/fr/index.php?option=com_content&view=category&layout=blog&id=48&Itemid=84,http://www.togoreforme.com/fr/index.php?option=com_content&view=category&layout=blog&id=48&Itemid=84,1
Cambodia,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The latest quartely bulletin was published on August 17, 2021 with end-June 2021 data",https://gdicdm.mef.gov.kh/en/2021/08/17/10358.html,https://gdicdm.mef.gov.kh/en/2021/08/17/10358.html,1
Cameroon,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The latest monthly bulletin was published on July 29, 2021 with end-June 2021 data",https://www.caa.cm/images/publications/dette-publique/Conjoncture_mensuelle_dette_publique_Cameroun_N-06%20Juin%202021_CAA_final_290721_tr.pdf,https://www.caa.cm/images/publications/dette-publique/Conjoncture_mensuelle_dette_publique_Cameroun_N-06%20Juin%202021_CAA_final_290721_tr.pdf,1
Bhutan,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The latest debt situation report with end-June 2021 debt data was accessible early October 2021,https://www.mof.gov.bt/wp-content/uploads/2021/05/BUDGET-REPORT-FY-2021-22_ENGLISH.pdf,https://www.mof.gov.bt/wp-content/uploads/2021/05/BUDGET-REPORT-FY-2021-22_ENGLISH.pdf,1
Central African Republic,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The latest bulletin was published on March 11, 2021 with end-December 2020 data",https://www.finances.gouv.cf/sites/default/files/2021-03/Reporting%20de%20la%20dette%202eme%20Semestre%202020%20Achevé%20et%20validé%2010%20Mars%202021_0.pdf,https://www.finances.gouv.cf/sites/default/files/2021-03/Reporting%20de%20la%20dette%202eme%20Semestre%202020%20Achevé%20et%20validé%2010%20Mars%202021_0.pdf,1
"Congo, Dem. Rep.",1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The latest bulletin was published on August 2, 2021 with end-June 2021 data",2 links: https://dgdp-rdc.org/bulletin-trimestriel-de-la-dette-publique-deuxieme-trimestre-2021/ AND https://dgdp-rdc.org/bulletin-statistique-de-la-dette-publique-n14-2020/,https://dgdp-rdc.org/bulletin-trimestriel-de-la-dette-publique-deuxieme-trimestre-2021/,1
Cabo Verde,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The latest bulletin was published at end-June 2021 with end-March 2021 data,https://www.mf.gov.cv/documents/92878/0/Boletim+Estat%C3%ADstico+da+D%C3%ADvida+Pública_n+16.pdf/10f4db30-e8c6-c03d-fd3b-7d064f7ffea7?version=1.0&t=1631107428229,https://www.mf.gov.cv/documents/92878/0/Boletim+Estat%C3%ADstico+da+D%C3%ADvida+Pública_n+16.pdf/10f4db30-e8c6-c03d-fd3b-7d064f7ffea7?version=1.0&t=1631107428229,1
Burkina Faso,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The latest bulletin was posted on September 30, 2021 with end-June 2021 debt data. A second version of the same bulletin was posted mid-October",2 links: https://www.dgb.gov.bf/index.php?option=com_edocman&view=document&id=1750 AND https://www.dgb.gov.bf/index.php?option=com_edocman&view=document&id=1760,https://www.dgb.gov.bf/index.php?option=com_edocman&view=document&id=1750,1
Liberia,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The July 2021 Debt Monthly Bulletin was published on August 31, 2021",https://www.mfdp.gov.lr/index.php/main-menu-reports/mm-em/mm-em-db,https://www.mfdp.gov.lr/index.php/main-menu-reports/mm-em/mm-em-db,1
Solomon Islands,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The end-August 2021 monthly debt data were published by end-September 2021,https://solomons.gov.sb/wp-content/uploads/2021/09/Debts_August_2021.pdf,https://solomons.gov.sb/wp-content/uploads/2021/09/Debts_August_2021.pdf,1
Rwanda,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The Debt Statistical Buletin with end-June 2021 debt data was published on September 23, 2021",https://www.minecofin.gov.rw/1/publications/reports?tx_filelist_filelist%5Baction%5D=list&tx_filelist_filelist%5Bcontroller%5D=File&tx_filelist_filelist%5Bpath%5D=%2Fuser_upload%2FMinecofin%2FPublications%2FREPORTS%2FChief_Economist%2FDebt_Management%2F&cHash=c740c1b388f07e75324a50971292037b,https://www.minecofin.gov.rw/1/publications/reports?tx_filelist_filelist%5Baction%5D=list&tx_filelist_filelist%5Bcontroller%5D=File&tx_filelist_filelist%5Bpath%5D=%2Fuser_upload%2FMinecofin%2FPublications%2FREPORTS%2FChief_Economist%2FDebt_Management%2F&cHash=c740c1b388f07e75324a50971292037b,1
Samoa,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The Debt Statistical Buletin with end-June 2021 debt data was published by end-September 2021,https://www.mof.gov.ws/services/aid-coordination-debt-management/quarterly-debt-bulletin/,https://www.mof.gov.ws/services/aid-coordination-debt-management/quarterly-debt-bulletin/,1
Fiji,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The Debt Report with end-June 2021 debt data was available early October 2021,https://www.economy.gov.fj/images/Resources/DebtReport/2020-2021_Annual_Debt_Report.pdf,https://www.economy.gov.fj/images/Resources/DebtReport/2020-2021_Annual_Debt_Report.pdf,1
Madagascar,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The Debt Bulletin at end-September 2021 provides with end-June 2021 debt data,http://www.tresorpublic.mg/?page_id=214&content=temp&type=bsd,http://www.tresorpublic.mg/?page_id=214&content=temp&type=bsd,1
Ethiopia,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The bulletin was published in August 2021 with end-June 2021 data,https://www.mofed.gov.et/media/filer_public/ee/64/ee64e21c-9b90-481d-ae05-2b9ba1684f65/public_sector_debt_statistical_bulletin_no_38_2016-17__-_2020-21.pdf,https://www.mofed.gov.et/media/filer_public/ee/64/ee64e21c-9b90-481d-ae05-2b9ba1684f65/public_sector_debt_statistical_bulletin_no_38_2016-17__-_2020-21.pdf,1
"Gambia, The",1. Public Debt Reporting,Time range,< = 3 months,4. Full,The bulletin for 2021 Q2 was published in 2021-Q3,http://www.mofea.gm/directorates/loans-and-debt-management,http://www.mofea.gm/directorates/loans-and-debt-management,1
Tonga,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The BS 2021/2022 with end-June 2021 debt data was available early October 2021,http://www.finance.gov.to/sites/default/files/2021-05/Budget%20Statement%202021-22%20final%20to%20LA%20english_0.pdf,http://www.finance.gov.to/sites/default/files/2021-05/Budget%20Statement%202021-22%20final%20to%20LA%20english_0.pdf,1
Pakistan,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"The Annual Debt Review & Public Debt Bulletin reports with end-June 2021 debt data was published on September 30, 2021",http://www.finance.gov.pk/dpco/Debt_Bulletin_June_2021.pdf,http://www.finance.gov.pk/dpco/Debt_Bulletin_June_2021.pdf,1
Dominica,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The 2021/2022 draft Annual Budget Estimates reports on end-June 2021 debt data and was posted by early October 2021,http://www.finance.gov.dm/images/documents/estimates/Draft%20Estimates%202021-2022%20complete%20v1.pdf,http://www.finance.gov.dm/images/documents/estimates/Draft%20Estimates%202021-2022%20complete%20v1.pdf,1
Honduras,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The 2021 Q2 Statistical Bulletin with end-June 2021 debt data was published in 2021 Q3,http://www.sefin.gob.hn/informes/,http://www.sefin.gob.hn/informes/,1
Kiribati,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The 2021 BL was published on January 2021 with end-December 2020 debt data,http://www.mfed.gov.ki/sites/default/files/FINAL%20RB2021_AS%20APPROVED%20BY%20THE%20MM_03.12.2020.pdf,http://www.mfed.gov.ki/sites/default/files/FINAL%20RB2021_AS%20APPROVED%20BY%20THE%20MM_03.12.2020.pdf,1
Ghana,1. Public Debt Reporting,Time range,< = 3 months,4. Full,The 2020 annual report was published at the end of March 2021 with end-December 2020 data,https://www.mofep.gov.gh/publications/economic-reports,https://www.mofep.gov.gh/publications/economic-reports,1
Tajikistan,1. Public Debt Reporting,Time range,< = 3 months,4. Full,N.A.,2 links: http://moliya.tj/en/quarterly-reports-2/ AND http://moliya.tj/en/quarterly-reports/,http://moliya.tj/en/quarterly-reports-2/,1
Uzbekistan,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"Latest debt data are at end 2021 Q2 published on September 28, 2021",https://nsdp.stat.uz,https://nsdp.stat.uz,1
Kyrgyz Republic,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"End-June 2021 debt data were published on August 9, 2021",3 links: http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/tyshky-karyz AND http://www.minfin.gov.kg/userfiles/ufiles/obsluzhivanie_za_yanvariyul_2021_po_gos._dolgu.pdfz AND http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/obsluzhivanie-gosudarstvennogo-dolga,http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/tyshky-karyz,1
Somalia,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"End-June 2021 debt data published on September 8, 2021",https://mof.gov.so/publication/quartley-public-debt-bulletin-quarter-ii-2021,https://mof.gov.so/publication/quartley-public-debt-bulletin-quarter-ii-2021,1
Nigeria,1. Public Debt Reporting,Time range,< = 3 months,4. Full,"Debt statistics at end-June 2021 were published on September 30, 2021",https://www.dmo.gov.ng/debt-profile,https://www.dmo.gov.ng/debt-profile,1
Guyana,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,"There is no publication date shown for the 2020 debt report. As it was a PPA for FY21, the report is assumed to be published before end-June 2021", https://finance.gov.gy/wp-content/uploads/2021/10/Mid-Year%20Report%202021.pdf, https://finance.gov.gy/wp-content/uploads/2021/10/Mid-Year%20Report%202021.pdf,1
Rwanda,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Several publications per year,https://www.minecofin.gov.rw/1/publications/reports?tx_filelist_filelist%5Baction%5D=list&tx_filelist_filelist%5Bcontroller%5D=File&tx_filelist_filelist%5Bpath%5D=%2Fuser_upload%2FMinecofin%2FPublications%2FREPORTS%2FChief_Economist%2FDebt_Management%2F&cHash=c740c1b388f07e75324a50971292037b,https://www.minecofin.gov.rw/1/publications/reports?tx_filelist_filelist%5Baction%5D=list&tx_filelist_filelist%5Bcontroller%5D=File&tx_filelist_filelist%5Bpath%5D=%2Fuser_upload%2FMinecofin%2FPublications%2FREPORTS%2FChief_Economist%2FDebt_Management%2F&cHash=c740c1b388f07e75324a50971292037b,1
Bangladesh,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Several publications per year,https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/page/157830c6_9eaa_4ce7_be70_72b67c0f06e5/Quarter%20Debt%20Bulletin%202021-09.pdf,https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/page/157830c6_9eaa_4ce7_be70_72b67c0f06e5/Quarter%20Debt%20Bulletin%202021-09.pdf,1
Kyrgyz Republic,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Several publications per year,3 links: http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/tyshky-karyz AND http://www.minfin.gov.kg/userfiles/ufiles/obsluzhivanie_za_yanvariyul_2021_po_gos._dolgu.pdfz AND http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/obsluzhivanie-gosudarstvennogo-dolga,http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/tyshky-karyz,1
Ethiopia,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Several bulletins per year,https://www.mofed.gov.et/media/filer_public/ee/64/ee64e21c-9b90-481d-ae05-2b9ba1684f65/public_sector_debt_statistical_bulletin_no_38_2016-17__-_2020-21.pdf,https://www.mofed.gov.et/media/filer_public/ee/64/ee64e21c-9b90-481d-ae05-2b9ba1684f65/public_sector_debt_statistical_bulletin_no_38_2016-17__-_2020-21.pdf,1
Cambodia,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Semi-annual (page 7),https://gdicdm.mef.gov.kh/en/2021/08/17/10358.html,https://gdicdm.mef.gov.kh/en/2021/08/17/10358.html,1
Cabo Verde,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Semi-annual,https://www.mf.gov.cv/documents/92878/0/Boletim+Estat%C3%ADstico+da+D%C3%ADvida+Pública_n+16.pdf/10f4db30-e8c6-c03d-fd3b-7d064f7ffea7?version=1.0&t=1631107428229,https://www.mf.gov.cv/documents/92878/0/Boletim+Estat%C3%ADstico+da+D%C3%ADvida+Pública_n+16.pdf/10f4db30-e8c6-c03d-fd3b-7d064f7ffea7?version=1.0&t=1631107428229,1
Central African Republic,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Semi-annual,https://www.finances.gouv.cf/sites/default/files/2021-03/Reporting%20de%20la%20dette%202eme%20Semestre%202020%20Achevé%20et%20validé%2010%20Mars%202021_0.pdf,https://www.finances.gouv.cf/sites/default/files/2021-03/Reporting%20de%20la%20dette%202eme%20Semestre%202020%20Achevé%20et%20validé%2010%20Mars%202021_0.pdf,1
Maldives,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Semi-annual,https://www.finance.gov.mv/publications/reports-and-analyses/public-debt-bulletin,https://www.finance.gov.mv/publications/reports-and-analyses/public-debt-bulletin,1
Pakistan,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Semi-annual,http://www.finance.gov.pk/dpco/Debt_Bulletin_June_2021.pdf,http://www.finance.gov.pk/dpco/Debt_Bulletin_June_2021.pdf,1
Tajikistan,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly external and domestic debt reports,2 links: http://moliya.tj/en/quarterly-reports-2/ AND http://moliya.tj/en/quarterly-reports/,http://moliya.tj/en/quarterly-reports-2/,1
Côte d'Ivoire,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.tresor.gouv.ci/tres/wp-content/uploads/2021/06/Bulletin-Statistique-de-la-Dette-Publique-T1-2021.pdf,https://www.tresor.gouv.ci/tres/wp-content/uploads/2021/06/Bulletin-Statistique-de-la-Dette-Publique-T1-2021.pdf,1
Zambia,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.mof.gov.zm/?p=6431,https://www.mof.gov.zm/?p=6431,1
Samoa,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.mof.gov.ws/services/aid-coordination-debt-management/quarterly-debt-bulletin/,https://www.mof.gov.ws/services/aid-coordination-debt-management/quarterly-debt-bulletin/,1
Bhutan,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.mof.gov.bt/wp-content/uploads/2021/05/BUDGET-REPORT-FY-2021-22_ENGLISH.pdf,https://www.mof.gov.bt/wp-content/uploads/2021/05/BUDGET-REPORT-FY-2021-22_ENGLISH.pdf,1
Uganda,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.finance.go.ug/publication/quarterly-debt-statistical-bulletin-and-public-debt-portfolio-analysis-march-2021,https://www.finance.go.ug/publication/quarterly-debt-statistical-bulletin-and-public-debt-portfolio-analysis-march-2021,1
Grenada,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.finance.gd/docs/Q2BULLETIN%202021.pdf,https://www.finance.gd/docs/Q2BULLETIN%202021.pdf,1
São Tomé and Principe,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.financas.gov.st/index.php/publicacoes/documentos/file/1325-boletim-estatistico-da-divida-ate-i-trimestre-2021-final,https://www.financas.gov.st/index.php/publicacoes/documentos/file/1325-boletim-estatistico-da-divida-ate-i-trimestre-2021-final,1
Fiji,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.economy.gov.fj/?view=article&id=106:debt-report&catid=19:links,https://www.economy.gov.fj/?view=article&id=106:debt-report&catid=19:links,1
Nigeria,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.dmo.gov.ng/debt-profile,https://www.dmo.gov.ng/debt-profile,1
Burkina Faso,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.dgb.gov.bf/index.php?option=com_edocman&view=document&id=1760,https://www.dgb.gov.bf/index.php?option=com_edocman&view=document&id=1760,1
Nicaragua,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://www.bcn.gob.ni/publicaciones/deuda_publica,https://www.bcn.gob.ni/publicaciones/deuda_publica,1
Nepal,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://pdmo.gov.np/noticedetail/79/2021/75415543,https://pdmo.gov.np/noticedetail/79/2021/75415543,1
Uzbekistan,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://nsdp.stat.uz,https://nsdp.stat.uz,1
Somalia,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://mof.gov.so/publication?keyword=&date_from=&date_to=&f%5B0%5D=publication_category_taxonomy_term_name%3AGovernment%20debt,https://mof.gov.so/publication?keyword=&date_from=&date_to=&f%5B0%5D=publication_category_taxonomy_term_name%3AGovernment%20debt,1
Kosovo,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://mf.rks-gov.net/desk/inc/media/46BF6C74-32C4-4483-A149-6391F1E06F0D.pdf,https://mf.rks-gov.net/desk/inc/media/46BF6C74-32C4-4483-A149-6391F1E06F0D.pdf,1
Guinea,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://mef.gov.gn/images/DOCS/BULLETIN-STATISTIQUE-DEUXIEME-TRIMESTRE-2021.pdf,https://mef.gov.gn/images/DOCS/BULLETIN-STATISTIQUE-DEUXIEME-TRIMESTRE-2021.pdf,1
"Congo, Dem. Rep.",1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://dgdp-rdc.org/bulletin-trimestriel-de-la-dette-publique-deuxieme-trimestre-2021/,https://dgdp-rdc.org/bulletin-trimestriel-de-la-dette-publique-deuxieme-trimestre-2021/,1
Benin,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,https://caa.bj/wp-content/uploads/2021/06/Bulletin-Statistique-de-la-Dette-publique_T1_2021_fr_Version-Finale_pr..pdf,https://caa.bj/wp-content/uploads/2021/06/Bulletin-Statistique-de-la-Dette-publique_T1_2021_fr_Version-Finale_pr..pdf,1
Madagascar,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,http://www.tresorpublic.mg/?page_id=214&content=temp&type=bsd,http://www.tresorpublic.mg/?page_id=214&content=temp&type=bsd,1
Togo,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,http://www.togoreforme.com/fr/index.php?option=com_content&view=category&layout=blog&id=48&Itemid=84,http://www.togoreforme.com/fr/index.php?option=com_content&view=category&layout=blog&id=48&Itemid=84,1
Honduras,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,http://www.sefin.gob.hn/informes/,http://www.sefin.gob.hn/informes/,1
"Gambia, The",1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Quarterly,http://www.mofea.gm/directorates/loans-and-debt-management,http://www.mofea.gm/directorates/loans-and-debt-management,1
Kenya,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Monthly,https://www.treasury.go.ke/monthly-bulletins/,https://www.treasury.go.ke/monthly-bulletins/,1
Liberia,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Monthly,https://www.mfdp.gov.lr/index.php/main-menu-reports/mm-em/mm-em-db,https://www.mfdp.gov.lr/index.php/main-menu-reports/mm-em/mm-em-db,1
Cameroon,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Monthly,https://www.caa.cm/images/publications/dette-publique/Conjoncture_mensuelle_dette_publique_Cameroun_N-06%20Juin%202021_CAA_final_290721_tr.pdf,https://www.caa.cm/images/publications/dette-publique/Conjoncture_mensuelle_dette_publique_Cameroun_N-06%20Juin%202021_CAA_final_290721_tr.pdf,1
Tanzania,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Monthly,https://www.bot.go.tz/Publications/Filter/1,https://www.bot.go.tz/Publications/Filter/1,1
Solomon Islands,1. Public Debt Reporting,Periodicity,< 1 year,4. Full,Monthly,https://solomons.gov.sb/ministry-of-finance-and-treasury/debt-management-documents/,https://solomons.gov.sb/ministry-of-finance-and-treasury/debt-management-documents/,1
Honduras,1. Public Debt Reporting,Data accessibility,Single website/ multiple docs,3. Partial,"Public Debt Policy, 2021-2024, External Disbursement Report, and 2021 FRS",http://www.sefin.gob.hn/informes/,http://www.sefin.gob.hn/informes/,1
Nigeria,1. Public Debt Reporting,Data accessibility,Single website/ multiple docs,3. Partial,"Multiple tables  posted. The 2020 DMO Annual report is not yet published. The latest report published on September 14, 2021 covers 2019 debt data",https://www.dmo.gov.ng/debt-profile,https://www.dmo.gov.ng/debt-profile,1
Kyrgyz Republic,1. Public Debt Reporting,Data accessibility,Single website/ multiple docs,3. Partial,Different documents can be downloaded (for external and domestic debt and for stocks and flow data) from the MoF website,3 links: http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/tyshky-karyz AND http://www.minfin.gov.kg/userfiles/ufiles/obsluzhivanie_za_yanvariyul_2021_po_gos._dolgu.pdfz AND http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/obsluzhivanie-gosudarstvennogo-dolga,http://www.minfin.gov.kg/ru/novosti/mamlekettik-karyz/tyshky-karyz,1
Maldives,1. Public Debt Reporting,Data accessibility,Single website/ multiple docs,3. Partial,"Debt Bulletin, December 2020 and list of active external loans, July 31, 2021",2 links https://www.finance.gov.mv/publications/reports-and-analyses/public-debt-bulletin AND https://www.finance.gov.mv/public/attachments/kuvzj7Bs71lfaWhYPSe7wtXV2Phhlgft0NflAdad.pdf,https://www.finance.gov.mv/publications/reports-and-analyses/public-debt-bulletin,1
Papua New Guinea,1. Public Debt Reporting,Data accessibility,Single website/ multiple docs,3. Partial,"Budget Outcome Report, 2020 and Mid-Year Economic and Fiscal Outlook (MYEFO, 2021)",2 links: https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/Related%20Budget%20Documents/2020%20FBO%20Report%20FINAL.pdf AND https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/Related%20Budget%20Documents/2021%20MYEFO.pdf,https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/Related%20Budget%20Documents/2020%20FBO%20Report%20FINAL.pdf,1
"Gambia, The",1. Public Debt Reporting,Data accessibility,Single website/ multiple docs,3. Partial,"Annual Bulletin, 2020 and Debt Statistical Bulletin, 2021-Q2",http://www.mofea.gm/directorates/loans-and-debt-management,http://www.mofea.gm/directorates/loans-and-debt-management,1
Mali,1. Public Debt Reporting,Data accessibility,Single website/ multiple docs,3. Partial,"021 and 2022 BL (pages 357-379 and 349-372, respectively)",2 links: https://finances.ml/node/327 AND https://finances.ml/node/467,https://finances.ml/node/327,1
Guyana,1. Public Debt Reporting,Information on recent contracted loans,Partial information,3. Partial,The Mid-Year Report (Section G),https://finance.gov.gy/public-debt-annual-report-2020-the-cooperative-republic-of-guyana,https://finance.gov.gy/public-debt-annual-report-2020-the-cooperative-republic-of-guyana,1
Cameroon,1. Public Debt Reporting,Information on recent contracted loans,Partial information,3. Partial,Statistical debt bulletin (Table 13). Financial terms are not reported,https://www.caa.cm/images/publications/dette-publique/Conjoncture_mensuelle_dette_publique_Cameroun_N-06%20Juin%202021_CAA_final_290721_tr.pdf,https://www.caa.cm/images/publications/dette-publique/Conjoncture_mensuelle_dette_publique_Cameroun_N-06%20Juin%202021_CAA_final_290721_tr.pdf,1
São Tomé and Principe,1. Public Debt Reporting,Information on recent contracted loans,Partial information,3. Partial,Statistical debt bulletin (Annex 2). Financial terms are not reported,https://www.financas.gov.st/index.php/publicacoes/documentos/file/1325-boletim-estatistico-da-divida-ate-i-trimestre-2021-final,https://www.financas.gov.st/index.php/publicacoes/documentos/file/1325-boletim-estatistico-da-divida-ate-i-trimestre-2021-final,1
Tajikistan,1. Public Debt Reporting,Information on recent contracted loans,Partial information,3. Partial,See Table 3.  Financial terms are not reported,http://moliya.tj/wp-content/uploads/2021/10/2-public-debt-report-for-2020.pdf,http://moliya.tj/wp-content/uploads/2021/10/2-public-debt-report-for-2020.pdf,1
Maldives,1. Public Debt Reporting,Information on recent contracted loans,Partial information,3. Partial,"See list of active external loans, July 31, 2021.Financial terms are not reported",https://www.finance.gov.mv/public/attachments/kuvzj7Bs71lfaWhYPSe7wtXV2Phhlgft0NflAdad.pdf,https://www.finance.gov.mv/public/attachments/kuvzj7Bs71lfaWhYPSe7wtXV2Phhlgft0NflAdad.pdf,1
Ghana,1. Public Debt Reporting,Information on recent contracted loans,Partial information,3. Partial,Partial information reported in the 2020 Annual Public Debt Report for 2019 (annex 4). Financial terms are not reported,https://www.mofep.gov.gh/publications/economic-reports,https://www.mofep.gov.gh/publications/economic-reports,1
Zambia,1. Public Debt Reporting,Information on recent contracted loans,Partial information,3. Partial,Government Debt Portfolio Review (Table 3). Financial terms are not reported,https://www.mof.gov.zm/?wpfb_dl=352,https://www.mof.gov.zm/?wpfb_dl=352,1
"Congo, Dem. Rep.",1. Public Debt Reporting,Information on recent contracted loans,Partial information,3. Partial,Financial terms are not reported in the statistical debt bulletin (page 2).,https://dgdp-rdc.org/bulletin-trimestriel-de-la-dette-publique-deuxieme-trimestre-2021/,https://dgdp-rdc.org/bulletin-trimestriel-de-la-dette-publique-deuxieme-trimestre-2021/,1
Honduras,1. Public Debt Reporting,Information on recent contracted loans,Partial information,3. Partial,"External Disbursement Report, 2021-Q1 (pages 5-8). List of recent signed loans can be deducted using starting date of disbursements. Financial terms are not reported",http://www.sefin.gob.hn/politicas-y-estrategias/,http://www.sefin.gob.hn/politicas-y-estrategias/,1
