Country,Dimension ,Indicator,Assessment,Criteria,Explanation,Source,URL,size
Cabo Verde,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,The coverage of the debt is that of the public sector administration. It does not include non-guaranteed SOE debt. The distinct report on contingent liabilities (incl. SOE debt) presents data prior to the cut-off date,2 links: https://www.mf.gov.cv/web/dgt/divida-publica/-/document_library/OFFmm6jRxPME/view/1301047?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_OFFmm6jRxPME_redirect=https%3A%2F%2Fwww.mf.gov.cv%2Fweb%2Fdgt%2Fdivida-publica%3Fp_p_id%3Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_OFFmm6jRxPME%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview AND https://www.mf.gov.cv/web/mf/divulgacao-de-relatorios/-/document_library/NuVIRRL3cT7z/view/95178?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_NuVIRRL3cT7z_redirect=https%3A%2F%2Fwww.mf.gov.cv%2Fweb%2Fmf%2Fdivulgacao-de-relatorios%2F-%2Fdocument_library%2FNuVIRRL3cT7z%2Fview%2F89154%3F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_NuVIRRL3cT7z_redirect%3Dhttps%253A%252F%252Fwww.mf.gov.cv%252Fweb%252Fmf%252Fdivulgacao-de-relatorios%253Fp_p_id%253Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_NuVIRRL3cT7z%2526p_p_lifecycle%253D0%2526p_p_state%253Dnormal%2526p_p_mode%253Dview,https://www.mf.gov.cv/web/dgt/divida-publica/-/document_library/OFFmm6jRxPME/view/1301047?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_OFFmm6jRxPME_redirect=https%3A%2F%2Fwww.mf.gov.cv%2Fweb%2Fdgt%2Fdivida-publica%3Fp_p_id%3Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_OFFmm6jRxPME%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview,1
Dominica,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,"The Annual Economic and Financial Review of the ECCB shows data on overall public sector debt, including SOEs' debt (page 25). However, it is unclear whether LG debt is included",2 links: http://www.finance.gov.dm/images/documents/estimates/2020-2021_budget_estimates.pdf AND https://www.eccb-centralbank.org/documents/19,http://www.finance.gov.dm/images/documents/estimates/2020-2021_budget_estimates.pdf,1
Burkina Faso,1. Public Debt Reporting,Instrument coverage,Partial coverage,3. Partial,"Statistical Debt Bulletin does not report on guaranteed debt. The MTDS used in the previous assessment, which covered guaranteed debt, does no longer qualify (i.e., no reporting by the cut-off date)",http://tresor.gov.bf/index.php/documents-a-telecharger/publications/bulletin-statistique-de-la-dette,http://tresor.gov.bf/index.php/documents-a-telecharger/publications/bulletin-statistique-de-la-dette,1
Zimbabwe,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,SOE debt is reported but this is not clear whether LG debt is reported. The coverage of public sector should be clearly defined,https://www.rbz.co.zw/index.php/publications-notices/publications/quarterly-bulletins,https://www.rbz.co.zw/index.php/publications-notices/publications/quarterly-bulletins,1
Mauritania,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,SOE debt is limited to SNIM's debt. LG debt is not expected.,https://www.bcm.mr/IMG/pdf/rapport_anuel_2019.fr.pdf,https://www.bcm.mr/IMG/pdf/rapport_anuel_2019.fr.pdf,1
Togo,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,Non-guaranteed SOE debt is not reported. LG debt is not yet expected,http://www.togoreforme.com/fr/index.php?option=com_content&view=category&layout=blog&id=48&Itemid=84,http://www.togoreforme.com/fr/index.php?option=com_content&view=category&layout=blog&id=48&Itemid=84,1
Tonga,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,Non-guaranteed SOE debt is not reported. LG debt is not yet expected,http://www.finance.gov.to/sites/default/files/2020-09/Budget%20Statement%202020-2021_0.pdf,http://www.finance.gov.to/sites/default/files/2020-09/Budget%20Statement%202020-2021_0.pdf,1
Uzbekistan,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,Non-guaranteed SOE debt is not reported. LG debt is not expected. The coverage of public sector should be clearly defined,http://dmo.mf.uz/wp-content/uploads/2020/04/InvCall_Covid-19_Impacts.pdf,http://dmo.mf.uz/wp-content/uploads/2020/04/InvCall_Covid-19_Impacts.pdf,1
Mali,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,Non-guaranteed SOE debt is not reported. LG debt is not expected.,https://www.finances.gouv.ml/presse/loi-de-finances-2020,https://www.finances.gouv.ml/presse/loi-de-finances-2020,1
Liberia,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,Non-guaranteed SOE debt is not reported. LG debt is not currently expected,https://www.mfdp.gov.lr/index.php/economic-management-reports/debt-management-unit/quarterly-debt-and-management-report,https://www.mfdp.gov.lr/index.php/economic-management-reports/debt-management-unit/quarterly-debt-and-management-report,1
Kenya,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,Non-guaranteed SOE debt is not reported. LG debt is not currently expected,https://treasury.go.ke/publications/pdmo/category/157-annual-debt-management.html,https://treasury.go.ke/publications/pdmo/category/157-annual-debt-management.html,1
Fiji,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,Non-guaranteed SOE debt is not reported. LG debt is not currently expected,http://www.economy.gov.fj/images/Resources/DebtReport/Debt-Report---Q3-30-April-2020-final.pdf,http://www.economy.gov.fj/images/Resources/DebtReport/Debt-Report---Q3-30-April-2020-final.pdf,1
Mongolia,1. Public Debt Reporting,Instrument coverage,Partial coverage,3. Partial,Limited to external debt. No data on domestic and guaranteed debt,https://www.mongolbank.mn/eng/liststatistic.aspx?id=4_3,https://www.mongolbank.mn/eng/liststatistic.aspx?id=4_3,1
Uganda,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,LG debt—albeit-expected to be small—is not reported,https://www.finance.go.ug/sites/default/files/Publications/Public%20Debt%20Report%20MTDS%2019-20.pdf,https://www.finance.go.ug/sites/default/files/Publications/Public%20Debt%20Report%20MTDS%2019-20.pdf,1
Zambia,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,LG debt is not expected. Non-guaranteed SOE debt reported is limited to one SOE (albeit the most fiscally important SOE),2 links: https://www.mof.gov.zm/?wpfb_dl=264 AND https://www.mof.gov.zm/?wpfb_dl=283,https://www.mof.gov.zm/?wpfb_dl=264,1
Bangladesh,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,LG debt is not expected. External non-guaranteed debt from SOEs does not seem to be included,2 sources of information: https://www.bb.org.bd/pub/publictn.php# AND https://www.bb.org.bd/pub/publictn.php,https://www.bb.org.bd/pub/publictn.php#,1
Madagascar,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,LG debt is not expected. But SOE debt is not reported,http://www.tresorpublic.mg/?page_id=214&content=temp&type=bsd,http://www.tresorpublic.mg/?page_id=214&content=temp&type=bsd,1
Burkina Faso,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,LG debt is not expected. But SOE debt is not reported,http://tresor.gov.bf/index.php/documents-a-telecharger/publications/bulletin-statistique-de-la-dette,http://tresor.gov.bf/index.php/documents-a-telecharger/publications/bulletin-statistique-de-la-dette,1
Cambodia,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,"Legal framework prohibits external LG debt, and no domestic LG debt is expected. However, the bulletin does not report on SOE debt",https://gdicdm.mef.gov.kh/en/2020/09/15/10193.html,https://gdicdm.mef.gov.kh/en/2020/09/15/10193.html,1
Honduras,1. Public Debt Reporting,Instrument coverage,Partial coverage,3. Partial,Includes external and domestic debt. Guaranteed debt is not included,http://www.sefin.gob.hn/informes/,http://www.sefin.gob.hn/informes/,1
Guyana,1. Public Debt Reporting,Instrument coverage,Partial coverage,3. Partial,Include external and domestic debt. Guaranteed debt is not included,https://finance.gov.gy/2020/07/,https://finance.gov.gy/2020/07/,1
Solomon Islands,1. Public Debt Reporting,Instrument coverage,Partial coverage,3. Partial,Guaranteed debt is not reported,https://solomons.gov.sb/wp-content/uploads/2020/08/Solomon-Islands-Debt-Report-as-at-30-06-2020.pdf,https://solomons.gov.sb/wp-content/uploads/2020/08/Solomon-Islands-Debt-Report-as-at-30-06-2020.pdf,1
Papua New Guinea,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,GG debt is reported. Non-guaranteed SOE debt is not reported,https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/2019%20FBO%20Report.pdf,https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/2019%20FBO%20Report.pdf,1
Nigeria,1. Public Debt Reporting,Instrument coverage,Partial coverage,3. Partial,Data cover external and domestic debt. Guaranteed debt is not reported,https://www.dmo.gov.ng/debt-profile,https://www.dmo.gov.ng/debt-profile,1
Lao PDR,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,Coverage limited to CG debt. LG debt is not expected. But domestic non-guaranteed debt of SOEs is not reported,https://www.mof.gov.la/index.php/en/publications-and-statistics/,https://www.mof.gov.la/index.php/en/publications-and-statistics/,1
Nigeria,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,Coverage includes GG debt. SOE debt is not reported,https://www.dmo.gov.ng/debt-profile,https://www.dmo.gov.ng/debt-profile,1
Pakistan,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,Coverage includes GG debt. Non-guaranteed SOE debt is not reported,http://www.finance.gov.pk/dpco/Annual_Debt_Review_Debt_Bulletin_Jun_2020.pdf,http://www.finance.gov.pk/dpco/Annual_Debt_Review_Debt_Bulletin_Jun_2020.pdf,1
Mongolia,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,Coverage includes GG (LG debt is not expected). Total SOE debt is not clearly identified,https://www.mongolbank.mn/eng/liststatistic.aspx?id=4_3,https://www.mongolbank.mn/eng/liststatistic.aspx?id=4_3,1
Samoa,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,Coverage includes CG debt. Non-guaranteed SOE debt is not reported. LG debt is not expected.,https://www.mof.gov.ws/wp-content/uploads/2020/05/QDB-Mar-2020-Final.pdf,https://www.mof.gov.ws/wp-content/uploads/2020/05/QDB-Mar-2020-Final.pdf,1
Mozambique,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,Coverage includes CG debt and total SOE debt. LG debt is not reported,https://www.mef.gov.mz/index.php/documentos,https://www.mef.gov.mz/index.php/documentos,1
São Tomé and Principe,1. Public Debt Reporting,Sectorial coverage,Partial coverage,3. Partial,All SOE debt is not reported. LG debt is not expected,https://www.financas.gov.st/index.php/publicacoes/documentos/category/147-publicacoes,https://www.financas.gov.st/index.php/publicacoes/documentos/category/147-publicacoes,1
Chad,1. Public Debt Reporting,Instrument coverage,Partial coverage,3. Partial,All instruments but guaranteed debt are reported,https://finances.gouv.td/index.php/component/k2/item/612-rapport-de-gestion-de-la-dette-pour-l-exercice-2019,https://finances.gouv.td/index.php/component/k2/item/612-rapport-de-gestion-de-la-dette-pour-l-exercice-2019,1
Papua New Guinea,1. Public Debt Reporting,Instrument coverage,Partial coverage,3. Partial,A clear reference to the inclusion of all guaranteed debt is missing,https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/2019%20FBO%20Report.pdf,https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/2019%20FBO%20Report.pdf,1
Bangladesh,1. Public Debt Reporting,Periodicity,Annual,3. Partial,"While the Government Borrowing from Domestic Sources is a monthly publication, the Bangladesh Economic Review is published annually",2 sources of information: https://www.bb.org.bd/pub/publictn.php# AND https://www.bb.org.bd/pub/publictn.php,https://www.bb.org.bd/pub/publictn.php#,1
Malawi,1. Public Debt Reporting,Periodicity,Annual,3. Partial,,No source,No source,1
Papua New Guinea,1. Public Debt Reporting,Periodicity,Annual,3. Partial,,https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/2019%20FBO%20Report.pdf,https://www.treasury.gov.pg/html/national_budget/files/2013/budget_documents/2019%20FBO%20Report.pdf,1
Zambia,1. Public Debt Reporting,Periodicity,Annual,3. Partial,,https://www.mof.gov.zm/?wpfb_dl=264,https://www.mof.gov.zm/?wpfb_dl=264,1
Timor-Leste,1. Public Debt Reporting,Periodicity,Annual,3. Partial,,https://www.mof.gov.tl/2021-state-budget-book-1/?lang=en,https://www.mof.gov.tl/2021-state-budget-book-1/?lang=en,1
Lao PDR,1. Public Debt Reporting,Periodicity,Annual,3. Partial,,https://www.mof.gov.la/index.php/en/publications-and-statistics/,https://www.mof.gov.la/index.php/en/publications-and-statistics/,1
Bhutan,1. Public Debt Reporting,Periodicity,Annual,3. Partial,,https://www.mof.gov.bt/wp-content/uploads/2020/06/BUDGET2020-21.pdf,https://www.mof.gov.bt/wp-content/uploads/2020/06/BUDGET2020-21.pdf,1
Mozambique,1. Public Debt Reporting,Periodicity,Annual,3. Partial,,https://www.mef.gov.mz/index.php/documentos,https://www.mef.gov.mz/index.php/documentos,1
Mali,1. Public Debt Reporting,Periodicity,Annual,3. Partial,,https://www.finances.gouv.ml/presse/loi-de-finances-2020,https://www.finances.gouv.ml/presse/loi-de-finances-2020,1
Mauritania,1. Public Debt Reporting,Periodicity,Annual,3. Partial,,https://www.bcm.mr/IMG/pdf/rapport_anuel_2019.fr.pdf,https://www.bcm.mr/IMG/pdf/rapport_anuel_2019.fr.pdf,1
Guyana,1. Public Debt Reporting,Periodicity,Annual,3. Partial,,https://finance.gov.gy/2020/07/,https://finance.gov.gy/2020/07/,1
Djibouti,1. Public Debt Reporting,Periodicity,Annual,3. Partial,,https://banque-centrale.dj/wp-content/uploads/2020/09/BCD-Rapport-Annuel-2019.pdf,https://banque-centrale.dj/wp-content/uploads/2020/09/BCD-Rapport-Annuel-2019.pdf,1
Kiribati,1. Public Debt Reporting,Periodicity,Annual,3. Partial,,http://www.mfed.gov.ki/sites/default/files/FINAL%20BOOK%20AS%20APPROVED_V2.pdf,http://www.mfed.gov.ki/sites/default/files/FINAL%20BOOK%20AS%20APPROVED_V2.pdf,1
Tonga,1. Public Debt Reporting,Periodicity,Annual,3. Partial,,http://www.finance.gov.to/sites/default/files/2020-09/Budget%20Statement%202020-2021_0.pdf,http://www.finance.gov.to/sites/default/files/2020-09/Budget%20Statement%202020-2021_0.pdf,1
Pakistan,1. Public Debt Reporting,Periodicity,Annual,3. Partial,,http://www.finance.gov.pk/dpco/Annual_Debt_Review_Debt_Bulletin_Jun_2020.pdf,http://www.finance.gov.pk/dpco/Annual_Debt_Review_Debt_Bulletin_Jun_2020.pdf,1
Dominica,1. Public Debt Reporting,Periodicity,Annual,3. Partial,,http://www.finance.gov.dm/images/documents/estimates/2020-2021_budget_estimates.pdf,http://www.finance.gov.dm/images/documents/estimates/2020-2021_budget_estimates.pdf,1
Mauritania,1. Public Debt Reporting,Time range,> 3 months,3. Partial,"There is no indication provided on the date of publication of the annual report on the website. But the report is signed on June 15, 2020 with end-December 2019 debt statistics. The time lag is assumed to be less than six months.",https://www.bcm.mr/IMG/pdf/rapport_anuel_2019.fr.pdf,https://www.bcm.mr/IMG/pdf/rapport_anuel_2019.fr.pdf,1
Uzbekistan,1. Public Debt Reporting,Time range,> 3 months,3. Partial,"There is no indication on the date of posting of the publications. The Newsletter N. 13 of July 2020 includes end-March 2020 debt data. For the present assessment, the time lag is assumed to range between 3-5 months. But it should be clearer in the future",http://dmo.mf.uz/wp-content/uploads/2020/08/1.Newsletter-13-final.pdf,http://dmo.mf.uz/wp-content/uploads/2020/08/1.Newsletter-13-final.pdf,1
Maldives,1. Public Debt Reporting,Time range,> 3 months,3. Partial,"There is no indication of the date publication of the December 2019 Public Debt Bulletin on the website. But as the 2020 H1 bulletin is not published by October 2020, the time lage is assumed to be more than 3 months.",http://www.finance.gov.mv/public-debt-bulletin,http://www.finance.gov.mv/public-debt-bulletin,1
Guinea,1. Public Debt Reporting,Time range,> 3 months,3. Partial,"There is no clear indication when the Statistical Public Debt Bulletin, 2020 Q1 was published. But as the 2019 Q4 bulletin was published on June 16, 2020, the time lag is assumed to less 6 months",http://dndapd.mef.gov.gn/images/Documents/BULLETIN_PREMIER_TRIMESTRE_2020.pdf,http://dndapd.mef.gov.gn/images/Documents/BULLETIN_PREMIER_TRIMESTRE_2020.pdf,1
Nicaragua,1. Public Debt Reporting,Time range,> 3 months,3. Partial,"The Public Debt Report, Q2 2020, with end-June 2020 debt statistics is dated October 2020",https://www.bcn.gob.ni/publicaciones/periodicidad/trimestral/deuda/index.php,https://www.bcn.gob.ni/publicaciones/periodicidad/trimestral/deuda/index.php,1
Burkina Faso,1. Public Debt Reporting,Time range,> 3 months,3. Partial,The latest quartely bulletin: 2020 Q2 with end-March 2020 data published in July 2020,http://tresor.gov.bf/index.php/documents-a-telecharger/publications/bulletin-statistique-de-la-dette,http://tresor.gov.bf/index.php/documents-a-telecharger/publications/bulletin-statistique-de-la-dette,1
Samoa,1. Public Debt Reporting,Time range,> 3 months,3. Partial,"The latest quartely bulletin is for 2020 Q1 bulletin with end-March debt statistics. There is no indication of publication date. As the bulletin for Q2 has not yet been publication, the time lag is assumed to exceed 3 months",https://www.mof.gov.ws/wp-content/uploads/2020/05/QDB-Mar-2020-Final.pdf,https://www.mof.gov.ws/wp-content/uploads/2020/05/QDB-Mar-2020-Final.pdf,1
Uganda,1. Public Debt Reporting,Time range,> 3 months,3. Partial,"The Debt Statistical Bulletin and Portfolio Analysis, Issue No. 20 with end-March 2020 debt data was posted on September 9, 2020. The Report on Public Debt with end-December data was posted on April 30, 2020",https://www.finance.go.ug/publication/debt-statistical-bulletin-and-public-debt-portfolio-analysis-march-2020,https://www.finance.go.ug/publication/debt-statistical-bulletin-and-public-debt-portfolio-analysis-march-2020,1
Zambia,1. Public Debt Reporting,Time range,> 3 months,3. Partial,"The Annual Economic Report, 2019 with end-December 2019 debt statistcs published on June 22, 2020",https://www.mof.gov.zm/?wpfb_dl=264,https://www.mof.gov.zm/?wpfb_dl=264,1
Fiji,1. Public Debt Reporting,Time range,> 3 months,3. Partial,The 2019/2020 Q3 debt bulletin with end-April debt data was posted in September,http://www.economy.gov.fj/images/Resources/DebtReport/Debt-Report---Q3-30-April-2020-final.pdf,http://www.economy.gov.fj/images/Resources/DebtReport/Debt-Report---Q3-30-April-2020-final.pdf,1
Côte d'Ivoire,1. Public Debt Reporting,Data accessibility,Multiples websites,2. Limited,Quarterly Statistical Bulletin (June 2020) and Annex 13 of the 2020 draft Budget Law (BL),2 links: https://www.tresor.gouv.ci/tres/fr_FR/bulletins-statistiques-de-la-dette-publique/ AND http://budget.gouv.ci/uploads/docs/ANNEXE_13_DECLARATION_SUR_LES_RISQUES_BUDGETAIRES_2020_2022.pdf,https://www.tresor.gouv.ci/tres/fr_FR/bulletins-statistiques-de-la-dette-publique/,1
Dominica,1. Public Debt Reporting,Data accessibility,Multiples websites,2. Limited,Debt information provided in the Annual Budget Estimates 2020/2021 and the Annual Economic and Financial Review of the ECCB (December 2019),2 links: http://www.finance.gov.dm/images/documents/estimates/2020-2021_budget_estimates.pdf AND https://www.eccb-centralbank.org/documents/19,http://www.finance.gov.dm/images/documents/estimates/2020-2021_budget_estimates.pdf,1
Bangladesh,1. Public Debt Reporting,Data accessibility,Multiples websites,2. Limited,"CB publications: Bangladesh Economic Review, 2020 (Chapt. 4 & 9 and appendixes) and Government Borrowing from Domestic Sources. MoF publication: Medium Term Macroeconomic Policy Statement 2020-2021/2022-2023 (guaranteed debt)",3 sources of information: https://www.bb.org.bd/pub/publictn.php# AND https://www.bb.org.bd/pub/publictn.php AND https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/page/ed9e8b19_ccba_4cca_94b1_c40013f7a760/MTMPS_2020-21_English.pdf,https://www.bb.org.bd/pub/publictn.php#,1
Cambodia,1. Public Debt Reporting,Information on recent contracted loans,Limited information,2. Limited,"The Statistical Bulletin Vol. 10 provides with the amounts recently signed by categories of creditor (bilateral and multilateral creditors). Neither the names of the creditors, nor the financial terms are disclosed (page 1)",https://gdicdm.mef.gov.kh/en/2020/09/15/10193.html,https://gdicdm.mef.gov.kh/en/2020/09/15/10193.html,1
Kenya,1. Public Debt Reporting,Information on recent contracted loans,Limited information,2. Limited,"The Public Debt Management Report, 2019/2020 reports on the average terms of new external loan commitments (page 29). More detailed information is expected",https://treasury.go.ke/publications/pdmo/category/157-annual-debt-management.html,https://treasury.go.ke/publications/pdmo/category/157-annual-debt-management.html,1
Timor-Leste,1. Public Debt Reporting,Information on recent contracted loans,Limited information,2. Limited,The name of the lender is indicated. But the amount borrowed and financial terms are not indicated (page 56),https://www.mof.gov.tl/2021-state-budget-book-1/?lang=en,https://www.mof.gov.tl/2021-state-budget-book-1/?lang=en,1
Afghanistan,1. Public Debt Reporting,Information on recent contracted loans,Limited information,2. Limited,Name of creditors are presented in the 2020 BL (page 77),https://www.budgetmof.gov.af/images/stories/DGB/BPRD/National%20Budget/1399_Budget/MasterEnglish.pdf,https://www.budgetmof.gov.af/images/stories/DGB/BPRD/National%20Budget/1399_Budget/MasterEnglish.pdf,1
Maldives,1. Public Debt Reporting,Information on recent contracted loans,Limited information,2. Limited,Information limited to the name of the lenders and the purposes of borrowing (page 6),http://www.finance.gov.mv/public-debt-bulletin,http://www.finance.gov.mv/public-debt-bulletin,1
Djibouti,1. Public Debt Reporting,Sectorial coverage,Limited coverage,2. Limited,The Annual Report of the CB does not define the scope of public debt. The assessment assumes that the coverage is limited to CG debt,https://banque-centrale.dj/wp-content/uploads/2020/09/BCD-Rapport-Annuel-2019.pdf,https://banque-centrale.dj/wp-content/uploads/2020/09/BCD-Rapport-Annuel-2019.pdf,1
Ethiopia,1. Public Debt Reporting,Sectorial coverage,Limited coverage,2. Limited,Sectorial coverage is limited to CG debt. Debts of LG debt and non-guaranteed domestic SOE debt are not reported,http://www.mofed.gov.et/documents/10182/13981/Public_Sector_Debt_Statistical_Bulletin_No_34+%282015-16+++-++++2019-20%29.pdf/9c7b4810-6a48-41f9-a63c-02fe661e4b15,http://www.mofed.gov.et/documents/10182/13981/Public_Sector_Debt_Statistical_Bulletin_No_34+%282015-16+++-++++2019-20%29.pdf/9c7b4810-6a48-41f9-a63c-02fe661e4b15,1
Chad,1. Public Debt Reporting,Sectorial coverage,Limited coverage,2. Limited,Sectorial coverage is limited to CG debt. Debts of LG and SOE are not reported,https://finances.gouv.td/index.php/component/k2/item/612-rapport-de-gestion-de-la-dette-pour-l-exercice-2019,https://finances.gouv.td/index.php/component/k2/item/612-rapport-de-gestion-de-la-dette-pour-l-exercice-2019,1
Ghana,1. Public Debt Reporting,Sectorial coverage,Limited coverage,2. Limited,Sectorial coverage is limited to CG debt. Debt of LG and non-guaranteed debt of SOE are not reported,https://www.mofep.gov.gh/sites/default/files/reports/economic/2019-Annual-Public-Debt-Report.pdf,https://www.mofep.gov.gh/sites/default/files/reports/economic/2019-Annual-Public-Debt-Report.pdf,1
Guinea,1. Public Debt Reporting,Sectorial coverage,Limited coverage,2. Limited,Sectorial coverage is limited to CG debt. Debt of LG and non-guaranteed debt of SOE are not reported,http://dndapd.mef.gov.gn/images/Documents/BULLETIN_PREMIER_TRIMESTRE_2020.pdf,http://dndapd.mef.gov.gn/images/Documents/BULLETIN_PREMIER_TRIMESTRE_2020.pdf,1
Djibouti,1. Public Debt Reporting,Instrument coverage,Limited coverage,2. Limited,Reporting is limited to external and guaranteed debt. There is no reporting on domestic debt albeit being small,https://banque-centrale.dj/wp-content/uploads/2020/09/BCD-Rapport-Annuel-2019.pdf,https://banque-centrale.dj/wp-content/uploads/2020/09/BCD-Rapport-Annuel-2019.pdf,1
"Gambia, The",1. Public Debt Reporting,Sectorial coverage,Limited coverage,2. Limited,Neither the Annual nor the Quarterly Bulletin defines the scope of public debt. The assessment assumes that the coverage is limited to CG debt,http://www.mofea.gm/directorates/loans-and-debt-management,http://www.mofea.gm/directorates/loans-and-debt-management,1
Zimbabwe,1. Public Debt Reporting,Instrument coverage,Limited coverage,2. Limited,Limited to external debt,https://www.rbz.co.zw/index.php/publications-notices/publications/quarterly-bulletins,https://www.rbz.co.zw/index.php/publications-notices/publications/quarterly-bulletins,1
Mauritania,1. Public Debt Reporting,Instrument coverage,Limited coverage,2. Limited,Limited to external and and Treasury bonds. Comprehensive domestic debt stock and guaranteed debt are not reported,https://www.bcm.mr/IMG/pdf/rapport_anuel_2019.fr.pdf,https://www.bcm.mr/IMG/pdf/rapport_anuel_2019.fr.pdf,1
Guyana,1. Public Debt Reporting,Sectorial coverage,Limited coverage,2. Limited,Limited to CG debt. LG debt and domestic non-guaranteed SOE debt are not reported,https://finance.gov.gy/2020/07/,https://finance.gov.gy/2020/07/,1
Lao PDR,1. Public Debt Reporting,Instrument coverage,Limited coverage,2. Limited,Data limited to external debt,https://www.mof.gov.la/index.php/en/publications-and-statistics/,https://www.mof.gov.la/index.php/en/publications-and-statistics/,1
Honduras,1. Public Debt Reporting,Sectorial coverage,Limited coverage,2. Limited,Covers CG debt only. LG and SOE debt is not reported,http://www.sefin.gob.hn/informes/,http://www.sefin.gob.hn/informes/,1
Solomon Islands,1. Public Debt Reporting,Sectorial coverage,Limited coverage,2. Limited,Coverage of debt statistics is not indicated. CG coverage is presumed,https://solomons.gov.sb/wp-content/uploads/2020/08/Solomon-Islands-Debt-Report-as-at-30-06-2020.pdf,https://solomons.gov.sb/wp-content/uploads/2020/08/Solomon-Islands-Debt-Report-as-at-30-06-2020.pdf,1
Malawi,1. Public Debt Reporting,Sectorial coverage,Limited coverage,2. Limited,Coverage limited to CG debt. LG debt and non-guaranteed SOE debt are not reported,No source,No source,1
Maldives,1. Public Debt Reporting,Sectorial coverage,Limited coverage,2. Limited,Coverage limited to CG debt. LG debt and non-guaranteed SOE debt are not reported,http://www.finance.gov.mv/public-debt-bulletin,http://www.finance.gov.mv/public-debt-bulletin,1
Kiribati,1. Public Debt Reporting,Sectorial coverage,Limited coverage,2. Limited,Coverage limited to CG debt. LG and SOE debt is not reported,http://www.mfed.gov.ki/sites/default/files/FINAL%20BOOK%20AS%20APPROVED_V2.pdf,http://www.mfed.gov.ki/sites/default/files/FINAL%20BOOK%20AS%20APPROVED_V2.pdf,1
Zimbabwe,1. Public Debt Reporting,Time range,> = 6 months,2. Limited,"The Quarterly Economic Review, June 2020 contains end-December 2019 debt data",https://www.rbz.co.zw/index.php/publications-notices/publications/quarterly-bulletins,https://www.rbz.co.zw/index.php/publications-notices/publications/quarterly-bulletins,1
Madagascar,1. Public Debt Reporting,Time range,> = 6 months,2. Limited,The June 2020 Statistical Debt Bulletin  includes end-December 2019 debt data,http://www.tresorpublic.mg/?page_id=214&content=temp&type=bsd,http://www.tresorpublic.mg/?page_id=214&content=temp&type=bsd,1
Chad,1. Public Debt Reporting,Time range,> = 6 months,2. Limited,"The end-March 2020 Bulletin with Q1 data was posted on October 9, 2020",https://finances.gouv.td/index.php/component/k2/item/611-bulletin-statistique-de-la-dette-publique-du-premier-trimestre-2020,https://finances.gouv.td/index.php/component/k2/item/611-bulletin-statistique-de-la-dette-publique-du-premier-trimestre-2020,1
Guyana,1. Public Debt Reporting,Time range,> = 6 months,2. Limited,"The End of Year Outcome Report, 2019 was published in July 2020 with end-December debt data",https://finance.gov.gy/2020/07/,https://finance.gov.gy/2020/07/,1
