"","STRUCTURE","STRUCTURE_ID","STRUCTURE_NAME","ACTION","FREQ","Frequency.of.observation","REF_AREA","Reference.area","MEASURE","Measure","UNIT_MEASURE","Unit.of.measure","VERSION","Version","TIME_PERIOD","Time.period","OBS_VALUE","Observation.value","CONF_STATUS","Confidentiality.status","DECIMALS","Decimals","OBS_STATUS","Observation.status","UNIT_MULT","Unit.multiplier"
"3394","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SVN","Slovenia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2016,NA,1.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3395","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ESP","Spain","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2016,NA,2.46875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3396","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SWE","Sweden","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2016,NA,0.8125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3397","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","TUR","Türkiye","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2016,NA,4.875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3398","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","GBR","United Kingdom","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2016,NA,0.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3399","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","OECD","OECD","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2016,NA,1.7425987,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3400","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ARG","Argentina","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2016,NA,2.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3401","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PRY","Paraguay","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2016,NA,1.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3402","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","URY","Uruguay","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2016,NA,4,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3403","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","AUT","Austria","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,1.3125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3404","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","BEL","Belgium","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,2.0625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3405","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CHL","Chile","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3406","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","COL","Colombia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,1.875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3407","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CRI","Costa Rica","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,3.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3408","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CZE","Czechia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,1.4375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3409","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","DNK","Denmark","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,1.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3410","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","EST","Estonia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3411","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FIN","Finland","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,1.5625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3412","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FRA","France","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,3.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3413","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","DEU","Germany","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,0.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3414","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ITA","Italy","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,1.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3415","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","JPN","Japan","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,1,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3416","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LTU","Lithuania","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,2.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3417","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LUX","Luxembourg","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,3.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3418","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","MEX","Mexico","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,2.0625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3419","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NLD","Netherlands","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,1.1875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3420","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NZL","New Zealand","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,1,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3421","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NOR","Norway","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,2.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3422","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","POL","Poland","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,1.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3423","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PRT","Portugal","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,1.9375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3424","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SVN","Slovenia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,1.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3425","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ESP","Spain","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,2.46875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3426","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SWE","Sweden","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,0.8125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3427","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","TUR","Türkiye","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,4.1875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3428","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","GBR","United Kingdom","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,0.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3429","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","OECD","OECD","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,1.7245066,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3430","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ARG","Argentina","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,2.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3431","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PRY","Paraguay","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,1.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3432","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","URY","Uruguay","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2017,NA,4,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3433","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","AUT","Austria","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1.3125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3434","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","BEL","Belgium","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,2.0625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3435","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CHL","Chile","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3436","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","COL","Colombia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1.875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3437","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CRI","Costa Rica","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,3.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3438","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CZE","Czechia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1.4375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3439","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","DNK","Denmark","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3440","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","EST","Estonia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3441","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FIN","Finland","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1.5625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3442","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FRA","France","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,3.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3443","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","DEU","Germany","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3444","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ITA","Italy","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3445","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","JPN","Japan","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3446","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LTU","Lithuania","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3447","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LUX","Luxembourg","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,3.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3448","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","MEX","Mexico","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,2.0625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3449","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NLD","Netherlands","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1.1875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3450","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NZL","New Zealand","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3451","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","NOR","Norway","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,2.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3452","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","POL","Poland","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3453","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PRT","Portugal","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1.9375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3454","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SVN","Slovenia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3455","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ESP","Spain","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,2.46875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3456","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","SWE","Sweden","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,0.8125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3457","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","TUR","Türkiye","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,4.1875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3458","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","GBR","United Kingdom","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,0.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3459","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","OECD","OECD","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1.7047697,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3460","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","ARG","Argentina","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,2.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3461","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","PRY","Paraguay","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,1.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3462","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","URY","Uruguay","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2018,NA,4,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3463","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","AUT","Austria","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,1.3125,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3464","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","BEL","Belgium","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,2.0625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3465","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CHL","Chile","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3466","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","COL","Colombia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,1.875,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3467","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CRI","Costa Rica","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,3.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3468","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","CZE","Czechia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,1.4375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3469","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","DNK","Denmark","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,1.625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3470","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","EST","Estonia","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,3,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3471","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FIN","Finland","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,1.5625,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3472","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","FRA","France","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,3.5,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3473","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","DEU","Germany","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,1,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3474","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","JPN","Japan","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,1,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3475","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LTU","Lithuania","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,1.375,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
"3476","DATAFLOW","OECD.ELS.JAI:DSD_EPL@DF_EPL(1.0)","Strictness of employment protection","I","A","Annual","LUX","Luxembourg","EPL_T","Temporary contracts","0_TO_6","0-6 scale","VERSION1","Version 1 (1985-2019)",2019,NA,3.75,NA,FALSE,"Free (free for publication)",2,"Two","A","Normal value",0,"Units"
